watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,is_download,age,gender,country,subscription_plan,subscription_start_date,is_active,monthly_spend,household_size,title,content_type,genre_primary,release_year,duration_minutes,maturity_level,language,country_of_origin,imdb_rating,is_netflix_original,added_to_platform,content_warning
7/31/2025,Desktop,51.80,16.80,started,HD,FALSE,45.00,Female,USA,Premium,2025-05-13,TRUE,1.89,4.00,Our Princess,Documentary,Sci-Fi,2011,131,Adult,Japanese,USA,5.30,FALSE,2022-11-26,FALSE
2/21/2025,Smart TV,12.80,11.10,completed,HD,FALSE,26.00,Female,USA,Standard,2025-06-07,TRUE,20.35,3.00,Little Phoenix,Tv Series,Sport,2000,55,Teens,Hindi,USA,6.60,FALSE,2023-06-19,FALSE
7/24/2024,Smart TV,54.10,44.20,paused,SD,FALSE,19.00,Male,USA,Premium,2023-10-30,TRUE,7.90,6.00,Little House,Tv Series,Thriller,1996,40,Adult,Spanish,South Korea,8.00,FALSE,2024-03-16,FALSE
4/21/2025,Mobile,75.10,49.30,completed,SD,TRUE,41.00,Male,USA,Premium,2025-03-10,TRUE,7.19,2.00,Journey Day,Movie,Drama,2003,153,Teens,French,Canada,6.60,TRUE,2024-11-16,TRUE
6/13/2025,Laptop,160.90,49.60,started,4K,FALSE,36.00,Male,USA,Premium,2023-10-17,FALSE,26.52,2.00,Dark Secret,Movie,Animation,1997,111,Kids,English,USA,7.90,TRUE,2020-10-28,FALSE
8/5/2025,Desktop,80.50,9.50,paused,SD,FALSE,48.00,Other,USA,Premium,2023-08-30,TRUE,56.59,2.00,Kingdom Fire,Movie,Biography,2024,118,Family,English,Canada,5.60,FALSE,2023-05-29,FALSE
11/24/2024,Mobile,1.60,4.60,paused,4K,FALSE,39.00,Male,CANADA,Standard,2023-11-01,FALSE,7.99,7.00,Battle Love,Tv Series,Documentary,2009,54,Adult,English,Canada,5.80,FALSE,2021-09-14,FALSE
12/23/2024,Laptop,71.80,79.00,completed,HD,TRUE,27.00,Male,USA,Premium,2025-06-24,TRUE,10.65,3.00,An Mission,Documentary,Animation,1994,35,Kids,Spanish,USA,2.00,FALSE,2024-07-29,FALSE
6/26/2025,Mobile,31.20,5.80,completed,4K,FALSE,20.00,Female,USA,Premium,2025-01-20,FALSE,3.15,8.00,Our City,Movie,Crime,1999,113,Adult,English,France,6.50,FALSE,2024-07-19,TRUE
4/8/2025,Mobile,45.00,43.20,completed,HD,FALSE,35.00,Male,USA,Basic,2023-10-19,TRUE,35.31,3.00,Day Warrior,Stand-Up Comedy,Documentary,2024,44,Kids,Spanish,South Korea,6.00,TRUE,2021-10-10,FALSE
1/3/2025,Smart TV,65.10,53.80,stopped,HD,FALSE,31.00,Male,USA,Standard,2023-07-10,FALSE,12.67,4.00,City Family,Movie,Family,2015,144,Kids,Korean,UK,6.40,FALSE,2023-06-04,TRUE
7/24/2024,Laptop,53.40,49.60,completed,HD,FALSE,31.00,Female,USA,Standard,2023-09-28,TRUE,7.23,4.00,City Empire,Stand-Up Comedy,Horror,1961,47,Teens,Spanish,France,6.10,FALSE,2020-11-30,FALSE
2/2/2024,Desktop,80.30,86.30,stopped,4K,TRUE,51.00,Female,USA,Premium,2024-08-21,TRUE,7.20,2.00,War Adventure,Movie,Drama,2022,22,Adult,English,USA,6.80,TRUE,2022-06-04,FALSE
9/17/2025,Smart TV,87.20,7.40,completed,HD,FALSE,40.00,Female,USA,Standard,2023-03-02,TRUE,9.52,1.00,Ice Kingdom,Documentary,Animation,2003,107,Family,English,USA,8.70,FALSE,2021-12-24,TRUE
6/8/2025,Tablet,26.50,57.50,started,HD,FALSE,35.00,Male,USA,Premium,2023-05-06,TRUE,5.60,6.00,Old King,Documentary,Music,2018,110,Kids,Italian,USA,8.10,FALSE,2021-03-20,FALSE
9/28/2025,Tablet,67.80,12.50,completed,HD,FALSE,37.00,Female,CANADA,Basic,2023-08-29,TRUE,16.41,2.00,Queen Kingdom,Movie,History,2015,100,Family,Japanese,USA,0.70,TRUE,2020-12-23,TRUE
6/12/2025,Laptop,151.70,80.90,completed,4K,FALSE,27.00,Female,USA,Basic,2023-08-11,TRUE,24.31,1.00,Adventure Story,Movie,Biography,2001,103,Kids,English,USA,7.40,FALSE,2023-07-03,FALSE
6/13/2024,Mobile,61.80,57.70,completed,HD,FALSE,42.00,Female,CANADA,Premium,2023-10-14,FALSE,2.99,1.00,Little Queen,Movie,History,2019,125,Adult,English,USA,3.90,FALSE,2024-08-01,FALSE
5/6/2024,Smart TV,62.00,76.00,started,HD,FALSE,18.00,Male,USA,Basic,2023-09-11,TRUE,9.13,6.00,First Ice,Stand-Up Comedy,Thriller,2007,61,Teens,English,USA,6.00,FALSE,2025-01-11,TRUE
4/25/2025,Desktop,68.00,18.50,paused,HD,FALSE,8.00,Other,USA,Premium,2022-12-18,TRUE,13.73,1.00,A Quest,Stand-Up Comedy,Family,2020,51,Adult,English,India,5.90,FALSE,2022-05-14,FALSE
5/25/2024,Mobile,158.70,49.60,completed,Ultra HD,FALSE,40.00,Female,USA,Basic,2025-06-15,TRUE,10.13,2.00,Little Dream,Tv Series,Horror,2008,54,Family,Spanish,USA,5.90,FALSE,2023-12-13,FALSE
10/6/2024,Smart TV,51.90,74.10,stopped,4K,FALSE,19.00,Male,USA,Premium,2023-05-21,TRUE,3.31,8.00,Phoenix Storm,Tv Series,Horror,2023,51,Kids,English,USA,6.80,FALSE,2023-05-26,FALSE
2/18/2025,Desktop,39.60,10.30,stopped,HD,FALSE,35.00,Male,USA,Basic,2024-05-12,TRUE,6.46,2.00,Phoenix Adventure,Stand-Up Comedy,Action,1954,48,Family,English,USA,6.40,TRUE,2021-09-14,TRUE
8/14/2024,Smart TV,45.10,61.90,stopped,4K,FALSE,32.00,Male,USA,Premium,2025-02-15,TRUE,9.63,2.00,Love Warrior,Movie,Action,2020,121,Adult,Japanese,UK,7.10,TRUE,2024-11-14,FALSE
7/23/2025,Desktop,43.20,51.90,paused,HD,FALSE,37.00,Female,USA,Standard,2024-04-14,TRUE,8.52,3.00,Storm Legend,Tv Series,War,1998,48,Adult,English,Japan,6.00,FALSE,2021-07-21,FALSE
8/15/2024,Mobile,16.20,49.60,stopped,Ultra HD,FALSE,57.00,Prefer not to say,USA,Premium,2023-12-14,TRUE,7.17,2.00,Fire Day,Movie,Fantasy,2002,137,Kids,German,USA,8.90,TRUE,2023-07-13,FALSE
10/25/2025,Tablet,13.20,49.60,stopped,4K,TRUE,46.00,Female,USA,Premium,2022-10-02,FALSE,6.91,5.00,Fire Mystery,Tv Series,Horror,1997,28,Family,French,USA,4.60,TRUE,2024-03-21,FALSE
3/11/2024,Laptop,89.80,72.50,paused,4K,FALSE,49.00,Male,USA,Premium,2023-02-05,TRUE,17.41,2.00,An Mystery,Tv Series,Fantasy,2009,41,Teens,English,Canada,7.10,FALSE,2022-08-21,FALSE
9/8/2024,Mobile,18.50,11.40,stopped,4K,FALSE,62.00,Male,USA,Premium,2023-07-04,TRUE,13.62,5.00,Queen Storm,Tv Series,Crime,2002,50,Teens,English,Germany,5.80,FALSE,2024-06-28,FALSE
1/1/2024,Smart TV,19.50,82.70,completed,HD,TRUE,95.00,Female,USA,Basic,2024-01-11,TRUE,2.03,2.00,Our Family,Movie,Adventure,1994,119,Teens,Spanish,India,7.40,TRUE,2023-05-16,FALSE
9/9/2025,Desktop,24.30,45.90,paused,HD,FALSE,8.00,Male,USA,Premium,2023-02-27,FALSE,8.10,2.00,Dragon King,Movie,History,2001,109,Teens,English,Japan,6.60,TRUE,2022-07-25,FALSE
7/21/2024,Smart TV,96.70,43.80,paused,HD,FALSE,34.00,Female,CANADA,Premium,2024-02-28,TRUE,33.09,3.00,Phoenix Storm,Tv Series,Horror,2023,51,Kids,English,USA,6.80,FALSE,2023-05-26,FALSE
11/10/2025,Mobile,52.50,57.00,completed,4K,FALSE,50.00,Female,CANADA,Premium,2023-10-01,TRUE,367.90,4.00,Empire Battle,Movie,Family,2023,108,Kids,English,USA,6.80,TRUE,2023-05-30,FALSE
7/16/2025,Tablet,45.40,34.90,started,4K,FALSE,28.00,Female,USA,Premium+,2022-12-31,TRUE,21.29,2.00,Mission Storm,Stand-Up Comedy,Sci-Fi,1999,87,Kids,German,USA,5.80,FALSE,2023-08-31,FALSE
4/15/2024,Tablet,45.50,52.10,paused,SD,FALSE,35.00,Male,USA,Premium+,2023-06-02,TRUE,14.73,1.00,Adventure Legend,Tv Series,Drama,2021,73,Adult,Japanese,USA,6.50,FALSE,2020-11-18,FALSE
9/30/2024,Mobile,63.50,8.50,started,4K,TRUE,34.00,Female,CANADA,Premium,2024-11-10,FALSE,25.32,3.00,Big Adventure,Documentary,Biography,1998,68,Kids,English,UK,0.60,TRUE,2024-07-11,FALSE
5/28/2025,Laptop,14.50,45.90,stopped,HD,FALSE,36.00,Male,USA,Basic,2023-01-21,TRUE,7.78,6.00,My Dragon,Movie,Drama,2002,94,Kids,Italian,USA,8.50,FALSE,2022-02-21,FALSE
1/12/2025,Laptop,50.00,18.60,paused,4K,FALSE,37.00,Female,USA,Standard,2023-02-12,FALSE,13.10,1.00,City Storm,Documentary,War,2009,67,Teens,Hindi,USA,6.50,FALSE,2025-07-14,FALSE
1/8/2025,Mobile,33.70,44.70,started,Ultra HD,FALSE,40.00,Female,USA,Premium+,2024-01-14,TRUE,6.79,4.00,Phoenix Mission,Movie,Action,2012,129,Kids,English,USA,4.40,FALSE,2022-08-16,FALSE
2/23/2025,Desktop,45.50,56.10,stopped,HD,FALSE,37.00,Male,USA,Premium,2024-03-16,TRUE,4.79,2.00,Phoenix Legend,Limited Series,Biography,2008,32,Kids,English,South Korea,6.50,TRUE,2025-05-16,FALSE
7/21/2025,Smart TV,40.20,25.60,started,4K,FALSE,35.00,Male,USA,Premium,2024-11-16,TRUE,13.28,5.00,Story Love,Movie,Animation,1992,121,Family,English,USA,7.20,FALSE,2024-08-24,FALSE
10/5/2025,Mobile,38.00,45.60,stopped,SD,TRUE,51.00,Male,USA,Premium,2023-06-01,TRUE,9.97,3.00,Kingdom City,Tv Series,History,1994,53,Adult,English,USA,5.70,FALSE,2020-10-22,FALSE
12/19/2025,Mobile,20.00,49.60,started,Ultra HD,FALSE,24.00,Male,CANADA,Basic,2022-11-21,TRUE,5.25,2.00,Family Dragon,Movie,Sci-Fi,2016,122,Family,Japanese,France,6.40,TRUE,2024-09-27,FALSE
4/27/2024,Desktop,98.60,84.20,completed,HD,FALSE,33.00,Other,USA,Standard,2024-06-24,TRUE,1.54,3.00,War Empire,Tv Series,Crime,1965,77,Teens,English,France,6.50,FALSE,2021-09-29,FALSE
10/19/2024,Tablet,18.20,25.60,stopped,HD,FALSE,45.00,Female,USA,Basic,2023-06-25,TRUE,30.62,2.00,An Fire,Movie,Crime,2016,136,Family,English,Japan,5.10,TRUE,2022-02-02,TRUE
3/31/2025,Smart TV,54.30,67.70,stopped,SD,FALSE,50.00,Female,USA,Premium+,2023-02-27,FALSE,8.69,3.00,Our War,Stand-Up Comedy,Animation,2024,51,Family,Japanese,South Korea,8.30,FALSE,2021-03-22,FALSE
10/29/2024,Smart TV,92.90,34.40,started,HD,FALSE,38.00,Female,USA,Standard,2024-05-03,TRUE,6.85,4.00,Storm Family,Stand-Up Comedy,Action,2024,61,Adult,English,USA,4.80,FALSE,2024-03-03,TRUE
2/24/2025,Mobile,58.00,60.40,started,4K,TRUE,6.00,Female,CANADA,Premium,2022-10-14,TRUE,18.04,3.00,Day Legend,Movie,Action,2002,61,Adult,Japanese,Canada,9.40,FALSE,2022-03-13,FALSE
2/28/2025,Tablet,34.40,79.90,started,HD,FALSE,42.00,Female,USA,Premium,2023-03-29,TRUE,9.02,4.00,Fire House,Movie,Music,2003,139,Teens,French,USA,7.30,TRUE,2025-07-15,FALSE
3/12/2025,Mobile,45.70,9.30,completed,4K,FALSE,41.00,Male,USA,Premium,2025-04-18,TRUE,13.29,5.00,Day Fire,Movie,Family,2024,127,Kids,English,South Korea,6.90,FALSE,2021-12-20,TRUE
2/17/2025,Smart TV,48.80,86.40,completed,4K,FALSE,37.00,Female,CANADA,Premium,2025-02-14,FALSE,7.54,4.00,Little Dragon,Tv Series,Fantasy,2011,50,Kids,English,USA,5.20,FALSE,2020-11-06,FALSE
10/13/2025,Tablet,50.00,74.00,completed,HD,FALSE,22.00,Male,USA,Premium,2024-09-16,TRUE,13.90,3.00,Fire Mystery,Movie,Biography,1990,114,Kids,English,South Korea,4.40,FALSE,2023-04-04,FALSE
6/11/2024,Mobile,63.20,90.50,started,4K,FALSE,36.00,Female,USA,Standard,2023-03-28,TRUE,13.97,2.00,Bright Adventure,Movie,Comedy,2021,102,Adult,English,Canada,7.10,TRUE,2025-03-09,FALSE
11/4/2025,Desktop,18.30,38.40,paused,HD,FALSE,35.00,Male,USA,Standard,2022-10-27,TRUE,17.27,4.00,Quest Princess,Movie,History,1990,132,Kids,Japanese,USA,6.30,FALSE,2022-04-28,TRUE
2/12/2025,Laptop,7.30,84.30,started,4K,FALSE,33.00,Female,USA,Basic,2023-10-30,TRUE,3.50,8.00,Mystery Princess,Tv Series,Western,2012,66,Kids,English,USA,3.30,TRUE,2024-02-03,FALSE
4/19/2024,Mobile,367.50,47.40,stopped,HD,TRUE,45.00,Other,CANADA,Basic,2022-11-01,TRUE,13.81,2.00,Queen House,Movie,Western,1996,112,Family,English,USA,6.10,FALSE,2025-05-23,FALSE
6/26/2024,Laptop,92.30,23.70,stopped,Ultra HD,FALSE,35.00,Female,USA,Standard,2023-01-03,TRUE,10.97,1.00,Love Fire,Movie,Documentary,2022,93,Kids,English,South Korea,9.50,FALSE,2023-02-04,FALSE
9/28/2024,Tablet,81.20,50.50,started,4K,FALSE,55.00,Male,USA,Standard,2024-05-13,TRUE,6.03,3.00,Dragon Family,Stand-Up Comedy,Music,2005,54,Kids,English,USA,6.90,FALSE,2021-07-18,FALSE
9/16/2024,Tablet,104.50,19.10,paused,4K,FALSE,31.00,Male,USA,Premium,2025-04-21,TRUE,5.66,1.00,Old Fire,Movie,Mystery,2007,94,Teens,English,USA,6.90,FALSE,2023-07-27,FALSE
3/20/2024,Laptop,87.40,31.20,stopped,4K,FALSE,24.00,Female,USA,Standard,2022-11-07,TRUE,6.91,6.00,An Empire,Tv Series,Adventure,1991,25,Family,English,USA,4.90,TRUE,2025-04-04,FALSE
9/16/2024,Desktop,64.80,6.90,started,HD,FALSE,33.00,Female,CANADA,Basic,2025-05-21,TRUE,16.50,2.00,Bright Queen,Movie,Drama,1998,133,Adult,French,USA,7.80,FALSE,2023-11-06,FALSE
8/5/2024,Smart TV,16.40,49.60,started,Ultra HD,FALSE,35.00,Male,USA,Basic,2023-07-24,TRUE,4.97,1.00,Hero Mystery,Tv Series,Western,1995,52,Family,English,USA,8.00,FALSE,2023-09-10,FALSE
10/2/2024,Mobile,33.20,5.50,completed,HD,FALSE,49.00,Male,USA,Premium,2023-08-06,TRUE,4.91,2.00,Little Kingdom,Movie,Documentary,2023,99,Kids,English,USA,1.40,FALSE,2023-08-08,FALSE
6/23/2024,Mobile,38.40,28.10,stopped,4K,FALSE,57.00,Female,CANADA,Standard,2025-06-21,TRUE,20.37,1.00,Dark Princess,Movie,Horror,1998,117,Family,English,Japan,5.40,FALSE,2022-04-16,FALSE
6/29/2025,Mobile,1.20,67.80,completed,HD,FALSE,29.00,Female,CANADA,Premium,2024-05-25,TRUE,26.86,6.00,Day Legend,Limited Series,Fantasy,2013,69,Teens,English,USA,6.00,TRUE,2022-09-25,FALSE
4/14/2025,Mobile,21.50,49.60,stopped,HD,TRUE,47.00,Female,USA,Basic,2023-04-14,TRUE,8.43,4.00,City Night,Tv Series,Family,2021,46,Teens,Hindi,Germany,5.80,FALSE,2022-12-20,FALSE
2/1/2024,Smart TV,13.50,97.60,started,SD,FALSE,31.00,Male,USA,Premium+,2022-11-17,TRUE,6.60,2.00,Legend Mission,Movie,Mystery,2014,69,Kids,Korean,Japan,4.30,FALSE,2022-10-21,FALSE
12/31/2025,Tablet,16.20,46.50,started,HD,FALSE,43.00,Female,CANADA,Basic,2024-07-16,TRUE,10.47,1.00,House Storm,Movie,Comedy,2004,138,Adult,English,Canada,3.20,TRUE,2022-09-01,FALSE
10/2/2024,Smart TV,77.30,28.40,stopped,SD,TRUE,37.00,Female,CANADA,Standard,2024-05-08,TRUE,35.39,2.00,Ice Kingdom,Documentary,Animation,2003,107,Family,English,USA,8.70,FALSE,2021-12-24,TRUE
12/16/2024,Laptop,28.30,15.10,completed,HD,FALSE,44.00,Female,USA,Standard,2025-04-16,TRUE,13.14,4.00,Princess Phoenix,Movie,Adventure,2011,116,Family,English,France,7.60,TRUE,2021-04-04,FALSE
6/2/2024,Tablet,81.40,36.00,completed,HD,FALSE,15.00,Female,CANADA,Premium,2024-09-23,TRUE,10.31,5.00,Warrior War,Movie,Romance,2024,129,Kids,English,USA,4.70,FALSE,2022-06-10,FALSE
12/14/2024,Smart TV,74.20,37.50,paused,SD,FALSE,54.00,Female,USA,Standard,2023-08-25,TRUE,3.27,5.00,First Queen,Tv Series,Fantasy,1996,46,Adult,English,USA,5.80,FALSE,2024-03-16,FALSE
6/29/2024,Desktop,20.30,76.00,completed,HD,TRUE,47.00,Female,USA,Premium,2024-04-03,TRUE,24.67,1.00,Big Dragon,Tv Series,Romance,2003,50,Teens,English,Canada,6.00,FALSE,2023-04-13,FALSE
11/30/2024,Smart TV,5.30,67.90,completed,4K,FALSE,39.00,Male,USA,Premium+,2025-01-21,TRUE,7.44,2.00,House Empire,Limited Series,Biography,2010,54,Kids,Korean,USA,7.20,FALSE,2023-08-19,FALSE
6/11/2025,Mobile,70.90,5.30,completed,4K,TRUE,18.00,Female,USA,Standard,2023-03-08,FALSE,4.63,4.00,Warrior Adventure,Movie,History,2006,106,Kids,Italian,USA,6.00,FALSE,2023-10-16,TRUE
3/6/2024,Tablet,34.60,90.20,started,4K,FALSE,39.00,Female,USA,Standard,2023-07-06,TRUE,15.75,3.00,Last Battle,Movie,Drama,2022,586,Teens,English,USA,5.40,FALSE,2024-04-24,FALSE
1/3/2025,Laptop,95.60,86.80,completed,HD,FALSE,49.00,Other,CANADA,Standard,2024-04-22,TRUE,9.27,1.00,Storm Dream,Movie,Thriller,2002,80,Adult,Spanish,France,4.90,FALSE,2022-10-21,TRUE
5/7/2025,Desktop,88.40,87.90,stopped,SD,FALSE,31.00,Male,USA,Premium,2022-09-12,TRUE,14.35,5.00,Battle Family,Movie,Drama,2001,121,Adult,Korean,India,7.70,FALSE,2023-01-23,FALSE
8/23/2024,Mobile,39.30,81.90,paused,4K,TRUE,46.00,Female,USA,Premium,2023-08-06,TRUE,11.38,2.00,First Mission,Documentary,Action,2017,98,Teens,English,USA,5.30,TRUE,2022-06-24,TRUE
3/15/2025,Tablet,227.90,43.40,paused,HD,TRUE,35.00,Prefer not to say,USA,Premium,2024-10-17,FALSE,14.78,4.00,An Mission,Tv Series,Mystery,2008,17,Kids,English,India,5.40,FALSE,2021-09-22,FALSE
1/25/2025,Tablet,153.80,81.90,started,HD,TRUE,27.00,Prefer not to say,USA,Premium,2022-08-27,TRUE,5.36,5.00,House Legend,Limited Series,Thriller,2022,83,Adult,English,USA,6.30,TRUE,2025-04-11,FALSE
6/13/2024,Mobile,74.40,19.00,completed,SD,TRUE,51.00,Female,CANADA,Standard,2025-07-19,TRUE,6.09,2.00,Bright Secret,Tv Series,Sport,2022,36,Kids,Spanish,USA,6.00,TRUE,2022-11-17,FALSE
8/12/2025,Mobile,90.90,80.30,paused,HD,FALSE,15.00,Female,USA,Standard,2024-09-15,TRUE,0.94,6.00,First Storm,Movie,Western,1995,456,Adult,English,USA,9.50,TRUE,2021-03-10,FALSE
1/24/2025,Smart TV,32.10,78.00,started,4K,FALSE,41.00,Male,USA,Standard,2024-11-28,TRUE,4.64,2.00,City Queen,Documentary,Family,2005,80,Teens,Spanish,USA,6.30,FALSE,2022-12-12,FALSE
10/31/2025,Laptop,142.20,78.60,completed,Ultra HD,FALSE,39.00,Male,USA,Standard,2024-11-17,TRUE,659.79,2.00,City Ice,Tv Series,History,2018,45,Family,English,USA,6.80,FALSE,2022-05-03,TRUE
11/7/2024,Desktop,71.90,96.50,stopped,HD,FALSE,46.00,Female,USA,Basic,2024-11-07,TRUE,9.43,2.00,A Storm,Stand-Up Comedy,Sci-Fi,1999,57,Adult,English,South Korea,7.70,FALSE,2020-12-07,FALSE
4/9/2024,Laptop,36.60,49.60,paused,4K,FALSE,41.00,Female,CANADA,Premium,2022-12-22,TRUE,12.13,2.00,Kingdom City,Movie,Crime,2019,105,Family,English,Germany,4.30,FALSE,2023-02-07,FALSE
12/1/2024,Laptop,36.20,67.10,completed,SD,TRUE,35.00,Female,USA,Premium,2023-09-09,FALSE,1.55,3.00,Night King,Movie,Mystery,2010,81,Kids,German,USA,5.50,FALSE,2024-05-28,FALSE
9/19/2025,Laptop,35.30,48.30,started,HD,FALSE,22.00,Female,USA,Standard,2025-05-29,TRUE,18.38,1.00,Our Princess,Documentary,Sci-Fi,2011,131,Adult,Japanese,USA,5.30,FALSE,2022-11-26,FALSE
8/7/2025,Mobile,56.60,45.70,started,HD,FALSE,35.00,Male,USA,Premium+,2024-02-14,TRUE,38.89,6.00,My Journey,Movie,Crime,1990,121,Kids,Japanese,South Korea,5.30,TRUE,2021-04-06,TRUE
7/21/2025,Tablet,20.70,64.10,started,HD,FALSE,49.00,Male,USA,Premium,2024-04-05,TRUE,8.04,3.00,Mystery Princess,Tv Series,Western,2012,66,Kids,English,USA,3.30,TRUE,2024-02-03,FALSE
6/22/2025,Mobile,44.10,31.50,stopped,HD,FALSE,41.00,Male,USA,Premium,2024-10-27,TRUE,8.76,2.00,Fire Empire,Tv Series,Thriller,1990,40,Kids,English,UK,8.40,TRUE,2024-03-09,FALSE
3/17/2025,Desktop,8.70,40.70,stopped,4K,TRUE,35.00,Male,USA,Standard,2024-05-23,TRUE,15.22,1.00,Secret Mission,Tv Series,Sci-Fi,1997,69,Adult,English,South Korea,6.40,FALSE,2021-05-28,TRUE
4/5/2024,Smart TV,39.80,49.60,stopped,Ultra HD,FALSE,39.00,Male,USA,Standard,2023-08-19,TRUE,5.31,2.00,Storm Night,Movie,War,2003,120,Teens,English,USA,7.20,FALSE,2023-08-15,FALSE
4/4/2025,Mobile,30.40,47.80,completed,HD,FALSE,42.00,Female,CANADA,Basic,2023-06-01,TRUE,3.73,2.00,King House,Tv Series,Animation,2008,45,Adult,English,South Korea,6.90,FALSE,2025-07-19,FALSE
12/24/2024,Laptop,8.20,77.80,paused,HD,FALSE,17.00,Female,USA,Premium,2023-07-03,TRUE,855.74,2.00,Day Legend,Tv Series,Comedy,1993,56,Kids,Hindi,USA,4.00,FALSE,2021-07-14,FALSE
12/17/2024,Tablet,52.50,79.20,stopped,4K,FALSE,10.00,Prefer not to say,USA,Premium+,2025-02-20,TRUE,11.64,2.00,Dark Love,Movie,Sci-Fi,1990,103,Kids,English,Japan,8.30,FALSE,2023-07-21,FALSE
2/12/2024,Tablet,89.20,54.90,completed,4K,TRUE,11.00,Prefer not to say,CANADA,Premium+,2024-08-28,TRUE,7.32,2.00,Mystery Empire,Movie,Adventure,2015,95,Kids,English,UK,7.20,TRUE,2023-07-14,FALSE
11/4/2024,Desktop,52.20,18.80,started,SD,FALSE,26.00,Prefer not to say,USA,Basic,2023-03-27,TRUE,16.40,1.00,Little Kingdom,Movie,Documentary,2023,99,Kids,English,USA,1.40,FALSE,2023-08-08,FALSE
2/8/2024,Desktop,19.80,61.70,completed,HD,FALSE,23.00,Male,USA,Premium,2024-08-02,TRUE,17.81,3.00,Love Storm,Tv Series,Mystery,2002,17,Family,Spanish,Japan,7.00,FALSE,2024-02-13,FALSE
2/7/2024,Desktop,20.90,23.30,started,HD,FALSE,9.00,Male,USA,Premium+,2022-12-16,TRUE,24.72,5.00,Secret War,Movie,Fantasy,2001,102,Kids,Hindi,Canada,3.10,FALSE,2021-05-15,FALSE
9/2/2025,Smart TV,78.60,81.10,paused,HD,FALSE,44.00,Other,CANADA,Basic,2022-09-27,TRUE,2.51,4.00,Mystery War,Movie,Fantasy,1981,159,Kids,Italian,South Korea,6.90,FALSE,2023-12-08,FALSE
8/15/2024,Mobile,30.60,80.20,started,HD,FALSE,46.00,Prefer not to say,USA,Basic,2023-12-15,TRUE,14.56,1.00,Our King,Documentary,History,1997,71,Family,English,South Korea,6.60,TRUE,2021-09-12,TRUE
9/1/2024,Mobile,108.80,44.60,started,4K,FALSE,37.00,Other,USA,Basic,2022-09-27,TRUE,39.64,2.00,Princess Legend,Documentary,Thriller,2004,43,Kids,French,Japan,4.40,FALSE,2022-10-08,TRUE
7/22/2025,Laptop,91.30,82.60,stopped,4K,FALSE,31.00,Female,USA,Standard,2025-07-25,TRUE,7.93,1.00,Hero Story,Movie,Animation,1997,101,Adult,English,South Korea,5.50,FALSE,2023-09-28,FALSE
7/18/2025,Smart TV,42.50,49.60,completed,HD,FALSE,49.00,Female,USA,Standard,2025-03-15,TRUE,12.52,3.00,Mystery Mystery,Movie,Romance,2015,101,Kids,English,USA,5.70,TRUE,2021-03-11,FALSE
2/11/2025,Tablet,93.70,86.60,stopped,HD,FALSE,44.00,Male,USA,Basic,2023-11-26,TRUE,15.39,3.00,Little Phoenix,Movie,Fantasy,2002,83,Teens,English,Germany,6.60,FALSE,2023-02-15,FALSE
11/18/2025,Mobile,37.60,29.40,paused,HD,FALSE,24.00,Male,CANADA,Standard,2024-11-01,TRUE,7.21,2.00,City Empire,Stand-Up Comedy,Horror,1961,47,Teens,Spanish,France,6.10,FALSE,2020-11-30,FALSE
9/23/2025,Desktop,41.00,49.60,completed,HD,FALSE,32.00,Female,USA,Standard,2025-02-03,TRUE,24.23,3.00,Old Empire,Movie,Thriller,1991,118,Teens,Spanish,USA,4.90,FALSE,2025-06-14,TRUE
4/19/2025,Tablet,72.40,75.90,paused,SD,FALSE,34.00,Female,USA,Basic,2024-07-04,TRUE,29.34,3.00,War Story,Movie,Action,1990,96,Family,Korean,Japan,3.90,FALSE,2024-10-30,TRUE
4/3/2024,Tablet,7.10,81.10,started,HD,FALSE,16.00,Female,CANADA,Premium+,2024-08-20,FALSE,3.95,1.00,Battle Mission,Movie,Biography,2007,106,Teens,Hindi,USA,5.00,FALSE,2023-07-20,FALSE
10/22/2025,Smart TV,57.50,19.90,completed,HD,FALSE,15.00,Male,USA,Premium+,2024-10-14,TRUE,17.65,3.00,Queen Quest,Movie,Biography,1995,166,Family,English,India,6.90,FALSE,2022-10-11,FALSE
9/1/2024,Smart TV,34.20,56.20,stopped,4K,FALSE,38.00,Female,CANADA,Standard,2023-03-11,TRUE,10.40,6.00,First Dragon,Movie,Biography,2008,90,Teens,English,India,5.40,TRUE,2025-02-07,FALSE
3/23/2025,Laptop,87.90,81.10,started,HD,FALSE,18.00,Female,CANADA,Premium,2025-07-03,TRUE,1.73,1.00,First Quest,Tv Series,Action,2011,70,Adult,English,USA,7.30,FALSE,2025-06-30,TRUE
12/15/2025,Laptop,80.30,45.80,paused,4K,TRUE,34.00,Other,USA,Premium+,2024-11-03,FALSE,5.99,2.00,Bright Journey,Tv Series,Adventure,2011,46,Teens,Korean,USA,8.70,FALSE,2022-02-03,FALSE
4/2/2024,Laptop,121.00,31.60,paused,HD,FALSE,25.00,Male,USA,Standard,2023-02-28,TRUE,7.82,4.00,House Dragon,Movie,Comedy,2018,73,Kids,English,USA,6.70,TRUE,2023-11-30,FALSE
10/23/2024,Desktop,38.10,49.60,stopped,4K,FALSE,6.00,Female,CANADA,Premium,2022-10-14,TRUE,18.04,3.00,Battle Mission,Movie,Biography,2007,106,Teens,Hindi,USA,5.00,FALSE,2023-07-20,FALSE
